9;1;8;4;7;2;5;3;6;
3;5;6;1;8;9;2;4;7;
2;7;4;6;3;5;8;1;9;
4;8;2;9;5;7;3;6;1;
7;3;1;2;4;6;9;5;8;
5;6;9;3;1;8;4;7;2;
8;9;5;7;6;4;1;2;3;
1;4;7;8;2;3;6;9;5;
6;2;3;5;9;1;7;8;4;
